Make,Vehicle Class,Engine Size(L),Cylinders,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Model1,Model2,Transmission1,Transmission2
CHEVROLET,MID-SIZE,1.4,4,X,8.5,6.2,7.5,38,172,SONIC,Undefined,M,6
CHEVROLET,MID-SIZE,1.8,4,X,9.6,6.6,8.3,34,191,SONIC,Undefined,AS,6
CHEVROLET,MID-SIZE,1.8,4,X,8.9,6.7,7.9,36,182,SONIC,Undefined,M,5
CHEVROLET,MID-SIZE,1.4,4,X,9.4,7.0,8.3,34,191,SONIC,Undefined,AS,6
CHEVROLET,MID-SIZE,1.4,4,X,8.8,7.0,8.0,35,184,SONIC,Undefined,M,6
CHEVROLET,SUBCOMPACT,1.2,4,X,7.7,6.0,6.9,41,159,SPARK,Undefined,AV,0
CHEVROLET,SUBCOMPACT,1.2,4,X,7.6,6.0,6.9,41,159,SPARK,Undefined,M,5
CHEVROLET,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,SUBURBAN,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,SUBURBAN,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,SUBURBAN,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,SUBURBAN,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,TAHOE,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,TAHOE,Undefined,A,6
CHEVROLET,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,TAHOE,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,TAHOE,Four-wheel drive,A,6
CHEVROLET,SUV - STANDARD,3.6,6,X,14.3,9.9,12.3,23,283,TRAVERSE,Undefined,A,6
CHEVROLET,SUV - STANDARD,3.6,6,X,14.6,10.2,12.6,22,290,TRAVERSE,All-wheel drive,A,6
CHEVROLET,SUV - SMALL,1.4,4,X,9.4,7.1,8.4,34,193,TRAX,Undefined,AS,6
CHEVROLET,SUV - SMALL,1.4,4,X,9.1,6.8,8.1,35,186,TRAX,Undefined,M,6
CHEVROLET,SUV - SMALL,1.4,4,X,10.0,7.8,9.0,31,207,TRAX,All-wheel drive,AS,6
CHRYSLER,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,237,300,Undefined,A,8
CHRYSLER,COMPACT,2.4,4,X,11.7,8.2,10.1,28,232,200,Undefined,A,4
CHRYSLER,COMPACT,2.4,4,X,12.9,8.1,10.7,26,246,200,Undefined,A,6
CHRYSLER,COMPACT,3.6,6,X,12.5,8.1,10.5,27,242,200,Flexible-fuel vehicle,A,6
CHRYSLER,COMPACT,3.6,6,E,17.0,11.2,14.4,20,230,200,Flexible-fuel vehicle,A,6
CHRYSLER,MID-SIZE,2.4,4,X,11.2,8.0,9.8,29,225,200,Undefined,A,4
CHRYSLER,MID-SIZE,2.4,4,X,12.0,7.6,10.0,28,230,200,Undefined,A,6
CHRYSLER,MID-SIZE,3.6,6,X,12.5,8.1,10.5,27,242,200,Flexible-fuel vehicle,A,6
CHRYSLER,MID-SIZE,3.6,6,E,17.0,11.2,14.4,20,230,200,Flexible-fuel vehicle,A,6
CHRYSLER,FULL-SIZE,5.7,8,X,15.8,9.2,12.8,22,294,300,Undefined,A,5
CHRYSLER,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251,300,All-wheel drive,A,8
CHRYSLER,FULL-SIZE,5.7,8,X,16.1,10.0,13.4,21,308,300,All-wheel drive,A,5
CHRYSLER,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251,300,"All-wheel drive, Flexible-fuel vehicle",A,8
CHRYSLER,FULL-SIZE,3.6,6,E,17.3,11.7,14.8,19,237,300,"All-wheel drive, Flexible-fuel vehicle",A,8
CHRYSLER,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,237,300,Flexible-fuel vehicle,A,8
CHRYSLER,FULL-SIZE,3.6,6,E,16.8,10.3,13.9,20,222,300,Flexible-fuel vehicle,A,8
CHRYSLER,FULL-SIZE,6.4,8,Z,16.7,10.3,13.8,20,317,300,Undefined,A,5
CHRYSLER,MINIVAN,3.6,6,X,14.1,9.5,12.0,24,276,TOWN,Flexible-fuel vehicle,A,6
CHRYSLER,MINIVAN,3.6,6,E,19.7,13.3,16.8,17,269,TOWN,Flexible-fuel vehicle,A,6
DODGE,MID-SIZE,2.4,4,X,11.2,8.0,9.8,29,225,AVENGER,Undefined,A,4
DODGE,MID-SIZE,2.4,4,X,12.0,7.6,10.0,28,230,AVENGER,Undefined,A,6
DODGE,MID-SIZE,3.6,6,X,12.5,8.1,10.5,27,242,AVENGER,Flexible-fuel vehicle,A,6
DODGE,MID-SIZE,3.6,6,E,17.0,11.2,14.4,20,230,AVENGER,Flexible-fuel vehicle,A,6
DODGE,MID-SIZE,3.6,6,X,13.2,8.7,11.2,25,258,CHALLENGER,Undefined,A,5
DODGE,MID-SIZE,5.7,8,X,15.6,10.0,13.1,22,301,CHALLENGER,Undefined,M,6
DODGE,MID-SIZE,5.7,8,X,15.8,9.2,12.8,22,294,CHALLENGER,Undefined,A,5
DODGE,MID-SIZE,6.4,8,Z,16.8,10.4,13.9,20,320,CHALLENGER,Undefined,M,6
DODGE,MID-SIZE,6.4,8,Z,16.7,10.3,13.8,20,317,CHALLENGER,Undefined,A,5
DODGE,FULL-SIZE,3.6,6,X,13.2,8.7,11.2,25,258,CHARGER,Undefined,A,5
DODGE,FULL-SIZE,3.6,6,X,12.4,7.7,10.3,27,237,CHARGER,Undefined,A,8
DODGE,FULL-SIZE,5.7,8,X,15.8,9.2,12.8,22,294,CHARGER,Undefined,A,5
DODGE,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251,CHARGER,All-wheel drive,A,8
DODGE,FULL-SIZE,5.7,8,X,16.1,10.0,13.4,21,308,CHARGER,All-wheel drive,A,5
DODGE,FULL-SIZE,3.6,6,X,12.8,8.6,10.9,26,251,CHARGER,"All-wheel drive, Flexible-fuel vehicle",A,8
DODGE,FULL-SIZE,3.6,6,E,17.3,11.7,14.8,19,237,CHARGER,"All-wheel drive, Flexible-fuel vehicle",A,8
DODGE,FULL-SIZE,3.6,6,X,13.2,8.7,11.2,25,258,CHARGER,Flexible-fuel vehicle,A,5
DODGE,FULL-SIZE,3.6,6,E,18.3,12.6,15.7,18,251,CHARGER,Flexible-fuel vehicle,A,5
DODGE,FULL-SIZE,3.6,6,X,12.3,7.6,10.2,28,235,CHARGER,Flexible-fuel vehicle,A,8
DODGE,FULL-SIZE,3.6,6,E,16.8,10.3,13.9,20,222,CHARGER,Flexible-fuel vehicle,A,8
DODGE,FULL-SIZE,6.4,8,Z,16.7,10.3,13.8,20,317,CHARGER,Undefined,A,5
DODGE,MID-SIZE,2.0,4,X,9.4,6.5,8.1,35,186,DART,Undefined,M,6
DODGE,MID-SIZE,2.4,4,X,10.1,6.8,8.6,33,198,DART,Undefined,A,6
DODGE,MID-SIZE,2.4,4,X,10.5,6.7,8.8,32,202,DART,Undefined,M,6
DODGE,MID-SIZE,2.0,4,X,9.9,7.0,8.6,33,198,DART,Flexible-fuel vehicle,A,6
DODGE,MID-SIZE,2.0,4,E,14.2,9.8,12.2,23,195,DART,Flexible-fuel vehicle,A,6
DODGE,MID-SIZE,2.4,4,X,10.6,7.5,9.2,31,212,DART,Undefined,A,6
DODGE,MID-SIZE,2.4,4,X,10.2,7.0,8.8,32,202,DART,Undefined,M,6
DODGE,MID-SIZE,1.4,4,X,8.4,5.9,7.3,39,168,DART,Undefined,AM,6
DODGE,MID-SIZE,1.4,4,X,8.5,5.8,7.3,39,168,DART,Undefined,M,6
DODGE,SUV - STANDARD,5.7,8,X,17.3,10.8,14.4,20,331,DURANGO,All-wheel drive,A,8
DODGE,SUV - STANDARD,3.6,6,X,13.9,9.8,12.1,23,278,DURANGO,"All-wheel drive, Flexible-fuel vehicle",A,8
DODGE,SUV - STANDARD,3.6,6,E,17.7,13.0,15.6,18,250,DURANGO,"All-wheel drive, Flexible-fuel vehicle",A,8
DODGE,MINIVAN,3.6,6,X,13.7,9.4,11.8,24,271,GRAND,Flexible-fuel vehicle,A,6
DODGE,MINIVAN,3.6,6,E,19.2,13.1,16.5,17,264,GRAND,Flexible-fuel vehicle,A,6
DODGE,SUV - SMALL,2.4,4,X,12.7,9.1,11.1,25,255,JOURNEY,Undefined,A,4
DODGE,SUV - SMALL,3.6,6,X,14.5,9.9,12.4,23,285,JOURNEY,All-wheel drive,A,6
DODGE,SUV - SMALL,3.6,6,X,14.2,9.4,12.0,24,276,JOURNEY,Flexible-fuel vehicle,A,6
DODGE,SUV - SMALL,3.6,6,E,18.9,12.9,16.2,17,259,JOURNEY,Flexible-fuel vehicle,A,6
FIAT,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179,500,Undefined,M,5
FIAT,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179,500,Undefined,M,5
FIAT,MINICOMPACT,1.4,4,X,8.7,6.9,7.9,36,182,500,Undefined,A,6
FIAT,MINICOMPACT,1.4,4,X,7.9,6.3,7.2,39,166,500,Undefined,M,5
FIAT,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179,500,Undefined,M,5
FIAT,MINICOMPACT,1.4,4,X,8.7,6.9,7.9,36,182,500,Undefined,A,6
FIAT,MINICOMPACT,1.4,4,X,7.6,5.9,6.8,42,156,500,Undefined,M,5
FIAT,MINICOMPACT,1.4,4,X,8.5,6.9,7.8,36,179,500,Undefined,M,5
FIAT,STATION WAGON - SMALL,1.4,4,X,10.0,7.2,8.7,32,200,500L,Undefined,AM,6
FIAT,STATION WAGON - SMALL,1.4,4,X,9.3,7.2,8.4,34,193,500L,Undefined,M,6
FORD,FULL-SIZE,2.0,4,X,5.6,6.4,6.0,47,138,C-MAX,Undefined,AV,0
FORD,VAN - CARGO,4.6,8,X,17.7,14.4,16.2,17,373,E150,Flexible-fuel vehicle,A,4
FORD,VAN - CARGO,4.6,8,E,24.1,19.2,21.9,13,350,E150,Flexible-fuel vehicle,A,4
FORD,VAN - CARGO,5.4,8,X,19.3,14.7,17.2,16,396,E150,Flexible-fuel vehicle,A,4
FORD,VAN - CARGO,5.4,8,E,24.9,19.6,22.5,13,360,E150,Flexible-fuel vehicle,A,4
FORD,VAN - PASSENGER,4.6,8,X,18.6,14.6,16.8,17,386,E150,Flexible-fuel vehicle,A,4
FORD,VAN - PASSENGER,4.6,8,E,25.5,20.0,23.0,12,368,E150,Flexible-fuel vehicle,A,4
FORD,VAN - PASSENGER,6.8,10,X,23.9,17.8,21.2,13,488,E350,Undefined,A,5
FORD,VAN - PASSENGER,5.4,8,X,20.6,15.5,18.3,15,421,E350,Flexible-fuel vehicle,A,4
FORD,VAN - PASSENGER,5.4,8,E,26.7,20.5,23.9,12,382,E350,Flexible-fuel vehicle,A,4
FORD,SUV - SMALL,2.0,4,X,11.3,7.9,9.8,29,225,EDGE,Undefined,A,6
FORD,SUV - SMALL,3.5,6,X,12.6,8.7,10.8,26,248,EDGE,Undefined,AS,6
FORD,SUV - SMALL,3.5,6,X,13.3,9.3,11.5,25,264,EDGE,All-wheel drive,AS,6
FORD,SUV - SMALL,3.7,6,X,13.7,10.4,12.2,23,281,EDGE,All-wheel drive,AS,6
FORD,SUV - SMALL,1.6,4,X,10.4,7.4,9.1,31,209,ESCAPE,Undefined,AS,6
FORD,SUV - SMALL,2.0,4,X,10.9,8.0,9.6,29,221,ESCAPE,Undefined,AS,6
FORD,SUV - SMALL,2.5,4,X,10.9,7.5,9.4,30,216,ESCAPE,Undefined,AS,6
FORD,SUV - SMALL,1.6,4,X,10.5,7.9,9.3,30,214,ESCAPE,All-wheel drive,AS,6
FORD,SUV - SMALL,2.0,4,X,11.2,8.5,10.0,28,230,ESCAPE,All-wheel drive,AS,6
FORD,SUV - STANDARD,5.4,8,X,18.2,13.3,16.0,18,368,EXPEDITION,"Four-wheel drive, Flexible-fuel vehicle",A,6
FORD,SUV - STANDARD,5.4,8,E,24.5,18.0,21.6,13,346,EXPEDITION,"Four-wheel drive, Flexible-fuel vehicle",A,6
FORD,SUV - STANDARD,2.0,4,X,11.8,8.3,10.2,28,235,EXPLORER,Undefined,A,6
FORD,SUV - STANDARD,3.5,6,X,14.8,10.7,13.0,22,299,EXPLORER,All-wheel drive,AS,6
FORD,SUV - STANDARD,3.5,6,X,13.7,9.7,11.9,24,274,EXPLORER,Flexible-fuel vehicle,AS,6
FORD,SUV - STANDARD,3.5,6,E,18.3,12.9,15.9,18,254,EXPLORER,Flexible-fuel vehicle,AS,6
FORD,SUV - STANDARD,3.5,6,X,14.3,10.3,12.5,23,288,EXPLORER,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,SUV - STANDARD,3.5,6,E,18.9,13.9,16.7,17,267,EXPLORER,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,14.5,10.6,12.7,22,292,F-150,Undefined,A,6
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,14.6,10.6,12.8,22,294,F-150,Undefined,AS,6
FORD,PICKUP TRUCK - STANDARD,6.2,8,X,18.3,12.9,15.9,18,366,F-150,Undefined,AS,6
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,15.9,11.3,13.8,20,317,F-150,Four-wheel drive,A,6
FORD,PICKUP TRUCK - STANDARD,3.5,6,X,15.4,11.0,13.4,21,308,F-150,Four-wheel drive,AS,6
FORD,PICKUP TRUCK - STANDARD,6.2,8,X,20.1,14.4,17.5,16,402,F-150,Four-wheel drive,AS,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,X,14.0,10.3,12.3,23,283,F-150,Flexible-fuel vehicle,A,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,E,18.8,13.7,16.5,17,264,F-150,Flexible-fuel vehicle,A,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,X,14.0,10.3,12.3,23,283,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,E,18.8,13.7,16.5,17,264,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,16.4,12.3,14.6,19,336,F-150,Flexible-fuel vehicle,A,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,E,22.1,16.7,19.7,14,315,F-150,Flexible-fuel vehicle,A,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,16.4,12.3,14.6,19,336,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,E,22.1,16.7,19.7,14,315,F-150,Flexible-fuel vehicle,AS,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,X,15.0,11.4,13.4,21,308,F-150,"Flexible-fuel vehicle, Four-wheel drive",A,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,E,20.2,15.3,18.0,16,288,F-150,"Flexible-fuel vehicle, Four-wheel drive",A,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,X,15.0,11.4,13.4,21,308,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,3.7,6,E,20.2,15.3,18.0,16,288,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,16.8,12.6,14.9,19,343,F-150,"Flexible-fuel vehicle, Four-wheel drive",A,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,E,22.4,17.0,20.0,14,320,F-150,"Flexible-fuel vehicle, Four-wheel drive",A,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,X,16.7,12.5,14.8,19,340,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,5.0,8,E,22.4,16.9,19.9,14,318,F-150,"Flexible-fuel vehicle, Four-wheel drive",AS,6
FORD,PICKUP TRUCK - STANDARD,6.2,8,X,20.4,15.0,18.0,16,414,F-150,Four-wheel drive,AS,6
FORD,SUBCOMPACT,1.6,4,X,8.5,6.5,7.6,37,175,FIESTA,Undefined,AS,6
FORD,SUBCOMPACT,1.6,4,X,8.6,6.4,7.6,37,175,FIESTA,Undefined,M,5
FORD,SUBCOMPACT,1.0,4,X,7.5,5.5,6.6,43,152,FIESTA,Undefined,M,5
FORD,SUBCOMPACT,1.6,4,X,8.0,5.8,7.0,40,161,FIESTA,Undefined,AS,6
FORD,COMPACT,1.6,4,X,8.9,6.8,8.0,35,184,FIESTA,Undefined,M,6
FORD,SUV - STANDARD,3.5,6,X,13.2,9.4,11.5,25,264,FLEX,Undefined,AS,6
FORD,SUV - STANDARD,3.5,6,X,13.7,10.2,12.1,23,278,FLEX,All-wheel drive,AS,6
FORD,SUV - STANDARD,3.5,6,X,14.8,10.4,12.8,22,294,FLEX,All-wheel drive,AS,6
FORD,COMPACT,2.0,4,X,10.2,7.4,8.9,32,205,FOCUS,Undefined,M,6
FORD,COMPACT,2.0,4,X,8.8,6.4,7.7,37,177,FOCUS,Flexible-fuel vehicle,A,6
FORD,COMPACT,2.0,4,E,11.7,8.5,10.3,27,165,FOCUS,Flexible-fuel vehicle,A,6
FORD,COMPACT,2.0,4,X,8.9,6.4,7.8,36,179,FOCUS,Flexible-fuel vehicle,AS,6
FORD,COMPACT,2.0,4,E,11.7,8.5,10.3,27,165,FOCUS,Flexible-fuel vehicle,AS,6
FORD,COMPACT,2.0,4,X,9.1,6.6,8.0,35,184,FOCUS,Flexible-fuel vehicle,M,5
FORD,COMPACT,2.0,4,E,11.9,8.9,10.6,27,170,FOCUS,Flexible-fuel vehicle,M,5
FORD,COMPACT,2.0,4,X,8.4,5.8,7.2,39,166,FOCUS,Flexible-fuel vehicle,A,6
FORD,COMPACT,2.0,4,E,11.6,8.3,10.1,28,162,FOCUS,Flexible-fuel vehicle,A,6
FORD,MID-SIZE,1.5,4,X,10.1,6.6,8.5,33,196,FUSION,Undefined,AS,6
FORD,MID-SIZE,1.6,4,X,9.4,6.4,8.1,35,186,FUSION,Undefined,M,6
FORD,MID-SIZE,2.0,4,X,10.5,7.1,9.0,31,207,FUSION,Undefined,AS,6
FORD,MID-SIZE,2.5,4,X,10.5,7.0,8.9,32,205,FUSION,Undefined,AS,6
FORD,MID-SIZE,1.5,4,X,9.5,6.3,8.1,35,186,FUSION,Undefined,AS,6
FORD,MID-SIZE,2.0,4,X,10.9,7.5,9.4,30,216,FUSION,All-wheel drive,AS,6
FORD,MID-SIZE,2.0,4,X,5.3,5.7,5.5,51,126,FUSION,Undefined,AV,0
FORD,SUBCOMPACT,3.7,6,X,12.1,7.8,10.2,28,235,MUSTANG,Undefined,A,6
FORD,SUBCOMPACT,3.7,6,X,12.7,8.1,10.6,27,244,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,5.0,8,X,13.3,9.3,11.5,25,264,MUSTANG,Undefined,A,6
FORD,SUBCOMPACT,5.0,8,X,15.4,9.4,12.7,22,292,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,5.8,8,Z,15.9,9.9,13.2,21,304,MUSTANG,Undefined,M,6
FORD,SUBCOMPACT,3.7,6,X,12.5,8.2,10.6,27,244,MUSTANG,Undefined,A,6
FORD,FULL-SIZE,2.0,4,X,10.5,7.3,9.1,31,209,TAURUS,Undefined,AS,6
FORD,FULL-SIZE,3.5,6,X,13.7,9.4,11.8,24,271,TAURUS,All-wheel drive,AS,6
FORD,FULL-SIZE,3.5,6,X,12.1,8.1,10.3,27,237,TAURUS,Flexible-fuel vehicle,AS,6
FORD,FULL-SIZE,3.5,6,E,17.0,11.1,14.3,20,229,TAURUS,Flexible-fuel vehicle,AS,6
FORD,FULL-SIZE,3.5,6,X,13.0,9.1,11.2,25,258,TAURUS,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,FULL-SIZE,3.5,6,E,18.4,12.5,15.7,18,251,TAURUS,"Flexible-fuel vehicle, All-wheel drive",AS,6
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,X,10.8,8.0,9.5,30,218,TRANSIT,Undefined,AS,6
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,X,11.3,8.2,9.9,29,228,TRANSIT,Undefined,AS,6
FORD,SPECIAL PURPOSE VEHICLE,1.6,4,X,11.5,8.3,10.1,28,232,TRANSIT,Undefined,AS,6
FORD,SPECIAL PURPOSE VEHICLE,2.5,4,X,11.9,8.5,10.4,27,239,TRANSIT,Undefined,AS,6
GMC,SUV - STANDARD,3.6,6,X,14.3,9.9,12.3,23,283,ACADIA,Undefined,A,6
GMC,SUV - STANDARD,3.6,6,X,14.9,10.4,12.9,22,297,ACADIA,All-wheel drive,A,6
GMC,VAN - CARGO,4.3,6,X,17.1,12.7,15.1,19,347,SAVANA,Undefined,A,4
GMC,VAN - CARGO,5.3,8,X,18.0,13.4,15.9,18,366,SAVANA,Undefined,A,4
GMC,VAN - CARGO,5.3,8,E,23.5,17.7,20.9,14,334,SAVANA,Undefined,A,4
GMC,VAN - CARGO,5.3,8,X,18.3,14.2,16.5,17,380,SAVANA,All-wheel drive,A,4
GMC,VAN - CARGO,5.3,8,E,23.7,18.8,21.5,13,344,SAVANA,All-wheel drive,A,4
GMC,VAN - CARGO,5.3,8,X,18.6,13.9,16.5,17,380,SAVANA,Undefined,A,4
GMC,VAN - CARGO,5.3,8,E,23.9,18.5,21.5,13,344,SAVANA,Undefined,A,4
GMC,VAN - CARGO,5.3,8,X,18.3,14.2,16.5,17,380,SAVANA,All-wheel drive,A,4
GMC,VAN - CARGO,5.3,8,E,25.3,19.3,22.6,12,362,SAVANA,All-wheel drive,A,4
GMC,VAN - PASSENGER,5.3,8,X,18.6,13.9,16.5,17,380,SAVANA,Undefined,A,4
GMC,VAN - PASSENGER,5.3,8,E,23.9,18.5,21.5,13,344,SAVANA,Undefined,A,4
GMC,VAN - PASSENGER,5.3,8,X,18.3,14.2,16.5,17,380,SAVANA,All-wheel drive,A,4
GMC,VAN - PASSENGER,5.3,8,E,25.3,19.3,22.6,12,362,SAVANA,All-wheel drive,A,4
GMC,VAN - PASSENGER,4.8,8,X,21.1,14.2,18.0,16,414,SAVANA,Undefined,A,6
GMC,VAN - PASSENGER,6.0,8,X,21.9,15.0,18.8,15,432,SAVANA,Undefined,A,6
GMC,VAN - PASSENGER,6.0,8,E,30.0,20.4,25.7,11,411,SAVANA,Undefined,A,6
GMC,VAN - PASSENGER,4.8,8,X,21.3,14.3,18.2,16,419,SAVANA,Undefined,A,6
GMC,VAN - PASSENGER,6.0,8,X,22.1,15.0,18.9,15,435,SAVANA,Undefined,A,6
GMC,VAN - PASSENGER,6.0,8,E,30.2,20.5,25.8,11,413,SAVANA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,4.3,6,X,13.4,9.9,11.8,24,271,SIERRA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,4.3,6,E,18.9,14.2,16.8,17,269,SIERRA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,14.6,10.3,12.7,22,292,SIERRA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,E,19.5,13.7,16.9,17,270,SIERRA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,6.2,8,Z,16.3,11.4,14.1,20,324,SIERRA,Undefined,A,6
GMC,PICKUP TRUCK - STANDARD,4.3,6,X,14.2,10.6,12.6,22,290,SIERRA,Four-wheel drive,A,6
GMC,PICKUP TRUCK - STANDARD,4.3,6,E,20.0,15.1,17.8,16,285,SIERRA,Four-wheel drive,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,X,14.9,10.6,13.0,22,299,SIERRA,Four-wheel drive,A,6
GMC,PICKUP TRUCK - STANDARD,5.3,8,E,19.9,14.2,17.3,16,277,SIERRA,Four-wheel drive,A,6
GMC,PICKUP TRUCK - STANDARD,6.2,8,Z,16.4,11.7,14.3,20,329,SIERRA,Four-wheel drive,A,6
GMC,SUV - SMALL,2.4,4,X,10.5,7.3,9.1,31,209,TERRAIN,Undefined,A,6
GMC,SUV - SMALL,3.6,6,X,13.9,9.6,12.0,24,276,TERRAIN,Undefined,A,6
GMC,SUV - SMALL,3.6,6,E,18.8,13.1,16.2,17,259,TERRAIN,Undefined,A,6
GMC,SUV - SMALL,2.4,4,X,11.5,8.2,10.0,28,230,TERRAIN,All-wheel drive,A,6
GMC,SUV - SMALL,3.6,6,X,14.8,9.9,12.6,22,290,TERRAIN,All-wheel drive,A,6
GMC,SUV - SMALL,3.6,6,E,19.8,13.6,17.0,17,272,TERRAIN,All-wheel drive,A,6
GMC,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,YUKON,Undefined,A,6
GMC,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,YUKON,Undefined,A,6
GMC,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,YUKON,Four-wheel drive,A,6
GMC,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,YUKON,Four-wheel drive,A,6
GMC,SUV - STANDARD,6.2,8,Z,17.0,11.8,14.7,19,338,YUKON,All-wheel drive,A,6
GMC,SUV - STANDARD,6.2,8,E,23.3,16.1,20.1,14,322,YUKON,All-wheel drive,A,6
GMC,SUV - STANDARD,6.2,8,Z,18.8,13.4,16.4,17,377,YUKON,All-wheel drive,A,6
GMC,SUV - STANDARD,6.2,8,E,25.7,17.8,22.1,13,354,YUKON,All-wheel drive,A,6
GMC,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,YUKON,Undefined,A,6
GMC,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,YUKON,Undefined,A,6
GMC,SUV - STANDARD,5.3,8,X,16.0,11.1,13.8,20,317,YUKON,Four-wheel drive,A,6
GMC,SUV - STANDARD,5.3,8,E,21.5,14.6,18.4,15,294,YUKON,Four-wheel drive,A,6
HONDA,MID-SIZE,2.4,4,X,9.0,6.6,7.9,36,182,ACCORD,Undefined,AV,0
HONDA,MID-SIZE,2.4,4,X,9.1,6.9,8.1,35,186,ACCORD,Undefined,AV,7
HONDA,MID-SIZE,2.4,4,X,10.1,6.9,8.7,32,200,ACCORD,Undefined,M,6
HONDA,MID-SIZE,3.5,6,X,11.0,6.8,9.1,31,209,ACCORD,Undefined,A,6
HONDA,MID-SIZE,3.5,6,X,11.4,7.3,9.6,29,221,ACCORD,Undefined,AS,6
HONDA,MID-SIZE,3.5,6,X,13.0,8.4,10.9,26,251,ACCORD,Undefined,M,6
HONDA,MID-SIZE,2.0,4,X,4.7,4.9,4.8,59,110,ACCORD,Undefined,AV,0
HONDA,COMPACT,1.8,4,X,7.9,6.0,7.0,40,161,CIVIC,Undefined,AV,0
HONDA,COMPACT,1.8,4,X,8.1,6.2,7.2,39,166,CIVIC,Undefined,AV,7
HONDA,COMPACT,1.8,4,X,8.5,6.6,7.6,37,175,CIVIC,Undefined,M,5
HONDA,SUV - SMALL,3.5,6,X,12.5,8.5,10.7,26,246,CROSSTOUR,All-wheel drive,A,6
HONDA,SUV - SMALL,2.4,4,X,10.3,7.6,9.1,31,209,CR-V,Undefined,A,5
HONDA,SUV - SMALL,2.4,4,X,10.6,7.9,9.4,30,216,CR-V,All-wheel drive,A,5
HONDA,TWO-SEATER,1.5,4,X,6.6,6.0,6.3,45,145,CR-Z,Undefined,AV,7
