Make,Model1,Model2,Vehicle Class,Transmission1,Transmission2,Fuel Type,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Cluster,Make_Name,Cluster_Rank
11,59,3,2,0,4,1,3.6,6,17.0,11.2,14.4,20,230,0,DODGE,3
11,93,11,2,0,3,3,3.6,6,13.2,8.7,11.2,25,258,0,DODGE,3
11,93,11,2,4,4,3,5.7,8,15.6,10.0,13.1,22,301,0,DODGE,3
11,93,11,2,0,3,3,5.7,8,15.8,9.2,12.8,22,294,0,DODGE,3
11,93,11,2,4,4,4,6.4,8,16.8,10.4,13.9,20,320,0,DODGE,3
11,93,11,2,0,3,4,6.4,8,16.7,10.3,13.8,20,317,0,DODGE,3
11,94,11,1,0,3,3,3.6,6,13.2,8.7,11.2,25,258,0,DODGE,3
11,94,11,1,0,6,3,3.6,6,12.4,7.7,10.3,27,237,0,DODGE,3
11,94,11,1,0,3,3,5.7,8,15.8,9.2,12.8,22,294,0,DODGE,3
11,94,0,1,0,6,3,3.6,6,12.8,8.6,10.9,26,251,0,DODGE,3
11,94,0,1,0,3,3,5.7,8,16.1,10.0,13.4,21,308,0,DODGE,3
11,94,1,1,0,6,3,3.6,6,12.8,8.6,10.9,26,251,0,DODGE,3
11,94,1,1,0,6,1,3.6,6,17.3,11.7,14.8,19,237,0,DODGE,3
11,94,3,1,0,3,3,3.6,6,13.2,8.7,11.2,25,258,0,DODGE,3
11,94,3,1,0,3,1,3.6,6,18.3,12.6,15.7,18,251,0,DODGE,3
11,94,3,1,0,6,3,3.6,6,12.3,7.6,10.2,28,235,0,DODGE,3
11,94,3,1,0,6,1,3.6,6,16.8,10.3,13.9,20,222,0,DODGE,3
11,94,11,1,0,3,4,6.4,8,16.7,10.3,13.8,20,317,0,DODGE,3
11,146,11,2,4,4,3,2.0,4,9.4,6.5,8.1,35,186,0,DODGE,3
11,146,11,2,0,4,3,2.4,4,10.1,6.8,8.6,33,198,0,DODGE,3
11,146,11,2,4,4,3,2.4,4,10.5,6.7,8.8,32,202,0,DODGE,3
11,146,3,2,0,4,3,2.0,4,9.9,7.0,8.6,33,198,0,DODGE,3
11,146,3,2,0,4,1,2.0,4,14.2,9.8,12.2,23,195,0,DODGE,3
11,146,11,2,0,4,3,2.4,4,10.6,7.5,9.2,31,212,0,DODGE,3
11,146,11,2,4,4,3,2.4,4,10.2,7.0,8.8,32,202,0,DODGE,3
11,146,11,2,1,4,3,1.4,4,8.4,5.9,7.3,39,168,0,DODGE,3
11,146,11,2,4,4,3,1.4,4,8.5,5.8,7.3,39,168,0,DODGE,3
11,152,0,12,0,6,3,5.7,8,17.3,10.8,14.4,20,331,0,DODGE,3
11,152,1,12,0,6,3,3.6,6,13.9,9.8,12.1,23,278,0,DODGE,3
11,152,1,12,0,6,1,3.6,6,17.7,13.0,15.6,18,250,0,DODGE,3
11,228,3,4,0,4,3,3.6,6,13.7,9.4,11.8,24,271,0,DODGE,3
11,228,3,4,0,4,1,3.6,6,19.2,13.1,16.5,17,264,0,DODGE,3
11,256,11,11,0,2,3,2.4,4,12.7,9.1,11.1,25,255,0,DODGE,3
11,256,0,11,0,4,3,3.6,6,14.5,9.9,12.4,23,285,0,DODGE,3
11,256,3,11,0,4,3,3.6,6,14.2,9.4,12.0,24,276,0,DODGE,3
11,256,3,11,0,4,1,3.6,6,18.9,12.9,16.2,17,259,0,DODGE,3
12,20,11,3,4,3,3,1.4,4,8.5,6.9,7.8,36,179,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,8.5,6.9,7.8,36,179,1,FIAT,1
12,20,11,3,0,4,3,1.4,4,8.7,6.9,7.9,36,182,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,7.9,6.3,7.2,39,166,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,8.5,6.9,7.8,36,179,1,FIAT,1
12,20,11,3,0,4,3,1.4,4,8.7,6.9,7.9,36,182,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,7.6,5.9,6.8,42,156,1,FIAT,1
12,20,11,3,4,3,3,1.4,4,8.5,6.9,7.8,36,179,1,FIAT,1
12,21,11,9,1,4,3,1.4,4,10.0,7.2,8.7,32,200,1,FIAT,1
12,21,11,9,4,4,3,1.4,4,9.3,7.2,8.4,34,193,1,FIAT,1
13,84,11,1,3,0,3,2.0,4,5.6,6.4,6.0,47,138,0,FORD,3
13,158,3,14,0,2,3,4.6,8,17.7,14.4,16.2,17,373,0,FORD,3
13,158,3,14,0,2,1,4.6,8,24.1,19.2,21.9,13,350,0,FORD,3
13,158,3,14,0,2,3,5.4,8,19.3,14.7,17.2,16,396,0,FORD,3
13,158,3,14,0,2,1,5.4,8,24.9,19.6,22.5,13,360,0,FORD,3
13,158,3,15,0,2,3,4.6,8,18.6,14.6,16.8,17,386,0,FORD,3
13,158,3,15,0,2,1,4.6,8,25.5,20.0,23.0,12,368,0,FORD,3
13,159,11,15,0,3,3,6.8,10,23.9,17.8,21.2,13,488,0,FORD,3
13,159,3,15,0,2,3,5.4,8,20.6,15.5,18.3,15,421,0,FORD,3
13,159,3,15,0,2,1,5.4,8,26.7,20.5,23.9,12,382,0,FORD,3
13,162,11,11,0,4,3,2.0,4,11.3,7.9,9.8,29,225,0,FORD,3
13,162,11,11,2,4,3,3.5,6,12.6,8.7,10.8,26,248,0,FORD,3
13,162,0,11,2,4,3,3.5,6,13.3,9.3,11.5,25,264,0,FORD,3
13,162,0,11,2,4,3,3.7,6,13.7,10.4,12.2,23,281,0,FORD,3
13,172,11,11,2,4,3,1.6,4,10.4,7.4,9.1,31,209,0,FORD,3
13,172,11,11,2,4,3,2.0,4,10.9,8.0,9.6,29,221,0,FORD,3
13,172,11,11,2,4,3,2.5,4,10.9,7.5,9.4,30,216,0,FORD,3
13,172,0,11,2,4,3,1.6,4,10.5,7.9,9.3,30,214,0,FORD,3
13,172,0,11,2,4,3,2.0,4,11.2,8.5,10.0,28,230,0,FORD,3
13,173,7,12,0,4,3,5.4,8,18.2,13.3,16.0,18,368,0,FORD,3
13,173,7,12,0,4,1,5.4,8,24.5,18.0,21.6,13,346,0,FORD,3
13,174,11,12,0,4,3,2.0,4,11.8,8.3,10.2,28,235,0,FORD,3
13,174,0,12,2,4,3,3.5,6,14.8,10.7,13.0,22,299,0,FORD,3
13,174,3,12,2,4,3,3.5,6,13.7,9.7,11.9,24,274,0,FORD,3
13,174,3,12,2,4,1,3.5,6,18.3,12.9,15.9,18,254,0,FORD,3
13,174,4,12,2,4,3,3.5,6,14.3,10.3,12.5,23,288,0,FORD,3
13,174,4,12,2,4,1,3.5,6,18.9,13.9,16.7,17,267,0,FORD,3
13,188,11,6,0,4,3,3.5,6,14.5,10.6,12.7,22,292,0,FORD,3
13,188,11,6,2,4,3,3.5,6,14.6,10.6,12.8,22,294,0,FORD,3
13,188,11,6,2,4,3,6.2,8,18.3,12.9,15.9,18,366,0,FORD,3
13,188,6,6,0,4,3,3.5,6,15.9,11.3,13.8,20,317,0,FORD,3
13,188,6,6,2,4,3,3.5,6,15.4,11.0,13.4,21,308,0,FORD,3
13,188,6,6,2,4,3,6.2,8,20.1,14.4,17.5,16,402,0,FORD,3
13,188,3,6,0,4,3,3.7,6,14.0,10.3,12.3,23,283,0,FORD,3
13,188,3,6,0,4,1,3.7,6,18.8,13.7,16.5,17,264,0,FORD,3
13,188,3,6,2,4,3,3.7,6,14.0,10.3,12.3,23,283,0,FORD,3
13,188,3,6,2,4,1,3.7,6,18.8,13.7,16.5,17,264,0,FORD,3
13,188,3,6,0,4,3,5.0,8,16.4,12.3,14.6,19,336,0,FORD,3
13,188,3,6,0,4,1,5.0,8,22.1,16.7,19.7,14,315,0,FORD,3
13,188,3,6,2,4,3,5.0,8,16.4,12.3,14.6,19,336,0,FORD,3
13,188,3,6,2,4,1,5.0,8,22.1,16.7,19.7,14,315,0,FORD,3
13,188,5,6,0,4,3,3.7,6,15.0,11.4,13.4,21,308,0,FORD,3
13,188,5,6,0,4,1,3.7,6,20.2,15.3,18.0,16,288,0,FORD,3
13,188,5,6,2,4,3,3.7,6,15.0,11.4,13.4,21,308,0,FORD,3
13,188,5,6,2,4,1,3.7,6,20.2,15.3,18.0,16,288,0,FORD,3
13,188,5,6,0,4,3,5.0,8,16.8,12.6,14.9,19,343,0,FORD,3
13,188,5,6,0,4,1,5.0,8,22.4,17.0,20.0,14,320,0,FORD,3
13,188,5,6,2,4,3,5.0,8,16.7,12.5,14.8,19,340,0,FORD,3
13,188,5,6,2,4,1,5.0,8,22.4,16.9,19.9,14,318,0,FORD,3
13,188,6,6,2,4,3,6.2,8,20.4,15.0,18.0,16,414,0,FORD,3
13,191,11,10,2,4,3,1.6,4,8.5,6.5,7.6,37,175,0,FORD,3
13,191,11,10,4,3,3,1.6,4,8.6,6.4,7.6,37,175,0,FORD,3
13,191,11,10,4,3,3,1.0,4,7.5,5.5,6.6,43,152,0,FORD,3
13,191,11,10,2,4,3,1.6,4,8.0,5.8,7.0,40,161,0,FORD,3
13,191,11,0,4,4,3,1.6,4,8.9,6.8,8.0,35,184,0,FORD,3
13,194,11,12,2,4,3,3.5,6,13.2,9.4,11.5,25,264,0,FORD,3
13,194,0,12,2,4,3,3.5,6,13.7,10.2,12.1,23,278,0,FORD,3
13,194,0,12,2,4,3,3.5,6,14.8,10.4,12.8,22,294,0,FORD,3
13,196,11,0,4,4,3,2.0,4,10.2,7.4,8.9,32,205,0,FORD,3
13,196,3,0,0,4,3,2.0,4,8.8,6.4,7.7,37,177,0,FORD,3
13,196,3,0,0,4,1,2.0,4,11.7,8.5,10.3,27,165,0,FORD,3
13,196,3,0,2,4,3,2.0,4,8.9,6.4,7.8,36,179,0,FORD,3
13,196,3,0,2,4,1,2.0,4,11.7,8.5,10.3,27,165,0,FORD,3
13,196,3,0,4,3,3,2.0,4,9.1,6.6,8.0,35,184,0,FORD,3
13,196,3,0,4,3,1,2.0,4,11.9,8.9,10.6,27,170,0,FORD,3
13,196,3,0,0,4,3,2.0,4,8.4,5.8,7.2,39,166,0,FORD,3
13,196,3,0,0,4,1,2.0,4,11.6,8.3,10.1,28,162,0,FORD,3
13,202,11,2,2,4,3,1.5,4,10.1,6.6,8.5,33,196,0,FORD,3
13,202,11,2,4,4,3,1.6,4,9.4,6.4,8.1,35,186,0,FORD,3
13,202,11,2,2,4,3,2.0,4,10.5,7.1,9.0,31,207,0,FORD,3
13,202,11,2,2,4,3,2.5,4,10.5,7.0,8.9,32,205,0,FORD,3
13,202,11,2,2,4,3,1.5,4,9.5,6.3,8.1,35,186,0,FORD,3
13,202,0,2,2,4,3,2.0,4,10.9,7.5,9.4,30,216,0,FORD,3
13,202,11,2,3,0,3,2.0,4,5.3,5.7,5.5,51,126,0,FORD,3
13,311,11,10,0,4,3,3.7,6,12.1,7.8,10.2,28,235,0,FORD,3
13,311,11,10,4,4,3,3.7,6,12.7,8.1,10.6,27,244,0,FORD,3
13,311,11,10,0,4,3,5.0,8,13.3,9.3,11.5,25,264,0,FORD,3
13,311,11,10,4,4,3,5.0,8,15.4,9.4,12.7,22,292,0,FORD,3
13,311,11,10,4,4,4,5.8,8,15.9,9.9,13.2,21,304,0,FORD,3
13,311,11,10,0,4,3,3.7,6,12.5,8.2,10.6,27,244,0,FORD,3
13,459,11,1,2,4,3,2.0,4,10.5,7.3,9.1,31,209,0,FORD,3
13,459,0,1,2,4,3,3.5,6,13.7,9.4,11.8,24,271,0,FORD,3
13,459,3,1,2,4,3,3.5,6,12.1,8.1,10.3,27,237,0,FORD,3
13,459,3,1,2,4,1,3.5,6,17.0,11.1,14.3,20,229,0,FORD,3
13,459,4,1,2,4,3,3.5,6,13.0,9.1,11.2,25,258,0,FORD,3
13,459,4,1,2,4,1,3.5,6,18.4,12.5,15.7,18,251,0,FORD,3
13,467,11,7,2,4,3,1.6,4,10.8,8.0,9.5,30,218,0,FORD,3
13,467,11,7,2,4,3,2.5,4,11.3,8.2,9.9,29,228,0,FORD,3
13,467,11,7,2,4,3,1.6,4,11.5,8.3,10.1,28,232,0,FORD,3
13,467,11,7,2,4,3,2.5,4,11.9,8.5,10.4,27,239,0,FORD,3
15,46,11,12,0,4,3,3.6,6,14.3,9.9,12.3,23,283,4,GMC,4
15,46,0,12,0,4,3,3.6,6,14.9,10.4,12.9,22,297,4,GMC,4
15,417,11,14,0,2,3,4.3,6,17.1,12.7,15.1,19,347,4,GMC,4
15,417,11,14,0,2,3,5.3,8,18.0,13.4,15.9,18,366,4,GMC,4
15,417,11,14,0,2,1,5.3,8,23.5,17.7,20.9,14,334,4,GMC,4
15,417,0,14,0,2,3,5.3,8,18.3,14.2,16.5,17,380,4,GMC,4
15,417,0,14,0,2,1,5.3,8,23.7,18.8,21.5,13,344,4,GMC,4
15,417,11,14,0,2,3,5.3,8,18.6,13.9,16.5,17,380,4,GMC,4
15,417,11,14,0,2,1,5.3,8,23.9,18.5,21.5,13,344,4,GMC,4
15,417,0,14,0,2,3,5.3,8,18.3,14.2,16.5,17,380,4,GMC,4
15,417,0,14,0,2,1,5.3,8,25.3,19.3,22.6,12,362,4,GMC,4
15,417,11,15,0,2,3,5.3,8,18.6,13.9,16.5,17,380,4,GMC,4
15,417,11,15,0,2,1,5.3,8,23.9,18.5,21.5,13,344,4,GMC,4
15,417,0,15,0,2,3,5.3,8,18.3,14.2,16.5,17,380,4,GMC,4
15,417,0,15,0,2,1,5.3,8,25.3,19.3,22.6,12,362,4,GMC,4
15,417,11,15,0,4,3,4.8,8,21.1,14.2,18.0,16,414,4,GMC,4
15,417,11,15,0,4,3,6.0,8,21.9,15.0,18.8,15,432,4,GMC,4
15,417,11,15,0,4,1,6.0,8,30.0,20.4,25.7,11,411,4,GMC,4
15,417,11,15,0,4,3,4.8,8,21.3,14.3,18.2,16,419,4,GMC,4
15,417,11,15,0,4,3,6.0,8,22.1,15.0,18.9,15,435,4,GMC,4
15,417,11,15,0,4,1,6.0,8,30.2,20.5,25.8,11,413,4,GMC,4
15,423,11,6,0,4,3,4.3,6,13.4,9.9,11.8,24,271,4,GMC,4
15,423,11,6,0,4,1,4.3,6,18.9,14.2,16.8,17,269,4,GMC,4
15,423,11,6,0,4,3,5.3,8,14.6,10.3,12.7,22,292,4,GMC,4
15,423,11,6,0,4,1,5.3,8,19.5,13.7,16.9,17,270,4,GMC,4
15,423,11,6,0,4,4,6.2,8,16.3,11.4,14.1,20,324,4,GMC,4
15,423,6,6,0,4,3,4.3,6,14.2,10.6,12.6,22,290,4,GMC,4
15,423,6,6,0,4,1,4.3,6,20.0,15.1,17.8,16,285,4,GMC,4
15,423,6,6,0,4,3,5.3,8,14.9,10.6,13.0,22,299,4,GMC,4
15,423,6,6,0,4,1,5.3,8,19.9,14.2,17.3,16,277,4,GMC,4
15,423,6,6,0,4,4,6.2,8,16.4,11.7,14.3,20,329,4,GMC,4
15,460,11,11,0,4,3,2.4,4,10.5,7.3,9.1,31,209,4,GMC,4
15,460,11,11,0,4,3,3.6,6,13.9,9.6,12.0,24,276,4,GMC,4
15,460,11,11,0,4,1,3.6,6,18.8,13.1,16.2,17,259,4,GMC,4
15,460,0,11,0,4,3,2.4,4,11.5,8.2,10.0,28,230,4,GMC,4
15,460,0,11,0,4,3,3.6,6,14.8,9.9,12.6,22,290,4,GMC,4
15,460,0,11,0,4,1,3.6,6,19.8,13.6,17.0,17,272,4,GMC,4
15,541,11,12,0,4,3,5.3,8,16.0,11.1,13.8,20,317,4,GMC,4
15,541,11,12,0,4,1,5.3,8,21.5,14.6,18.4,15,294,4,GMC,4
15,541,6,12,0,4,3,5.3,8,16.0,11.1,13.8,20,317,4,GMC,4
15,541,6,12,0,4,1,5.3,8,21.5,14.6,18.4,15,294,4,GMC,4
15,541,0,12,0,4,4,6.2,8,17.0,11.8,14.7,19,338,4,GMC,4
15,541,0,12,0,4,1,6.2,8,23.3,16.1,20.1,14,322,4,GMC,4
15,541,0,12,0,4,4,6.2,8,18.8,13.4,16.4,17,377,4,GMC,4
15,541,0,12,0,4,1,6.2,8,25.7,17.8,22.1,13,354,4,GMC,4
15,541,11,12,0,4,3,5.3,8,16.0,11.1,13.8,20,317,4,GMC,4
15,541,11,12,0,4,1,5.3,8,21.5,14.6,18.4,15,294,4,GMC,4
15,541,6,12,0,4,3,5.3,8,16.0,11.1,13.8,20,317,4,GMC,4
15,541,6,12,0,4,1,5.3,8,21.5,14.6,18.4,15,294,4,GMC,4
16,48,11,2,3,0,3,2.4,4,9.0,6.6,7.9,36,182,1,HONDA,1
16,48,11,2,3,5,3,2.4,4,9.1,6.9,8.1,35,186,1,HONDA,1
16,48,11,2,4,4,3,2.4,4,10.1,6.9,8.7,32,200,1,HONDA,1
16,48,11,2,0,4,3,3.5,6,11.0,6.8,9.1,31,209,1,HONDA,1
16,48,11,2,2,4,3,3.5,6,11.4,7.3,9.6,29,221,1,HONDA,1
16,48,11,2,4,4,3,3.5,6,13.0,8.4,10.9,26,251,1,HONDA,1
16,48,11,2,3,0,3,2.0,4,4.7,4.9,4.8,59,110,1,HONDA,1
16,98,11,0,3,0,3,1.8,4,7.9,6.0,7.0,40,161,1,HONDA,1
16,98,11,0,3,5,3,1.8,4,8.1,6.2,7.2,39,166,1,HONDA,1
16,98,11,0,4,3,3,1.8,4,8.5,6.6,7.6,37,175,1,HONDA,1
16,110,0,11,0,4,3,3.5,6,12.5,8.5,10.7,26,246,1,HONDA,1
16,108,11,11,0,3,3,2.4,4,10.3,7.6,9.1,31,209,1,HONDA,1
16,108,0,11,0,3,3,2.4,4,10.6,7.9,9.4,30,216,1,HONDA,1
16,109,11,13,3,5,3,1.5,4,6.6,6.0,6.3,45,145,1,HONDA,1
16,109,11,13,4,4,3,1.5,4,7.6,6.1,6.9,41,159,1,HONDA,1
16,192,11,9,0,3,3,1.5,4,8.3,6.5,7.5,38,172,1,HONDA,1
16,192,11,9,4,3,3,1.5,4,8.3,6.9,7.7,37,177,1,HONDA,1
16,334,11,4,0,4,3,3.5,6,12.3,8.5,10.6,27,244,1,HONDA,1
16,349,11,11,0,3,3,3.5,6,13.3,9.3,11.5,25,265,1,HONDA,1
16,349,0,11,0,3,3,3.5,6,13.9,9.7,12.0,24,276,1,HONDA,1
16,389,0,6,0,3,3,3.5,6,15.2,11.3,13.4,21,308,1,HONDA,1
17,47,11,0,0,4,3,1.6,4,8.8,6.3,7.7,37,177,1,HYUNDAI,1
17,47,11,0,4,4,3,1.6,4,8.7,6.4,7.7,37,177,1,HYUNDAI,1
17,163,11,2,0,4,3,2.0,4,9.8,7.2,8.6,33,198,1,HYUNDAI,1
17,163,11,2,4,4,3,2.0,4,9.8,7.0,8.5,33,196,1,HYUNDAI,1
17,169,11,1,0,6,4,5.0,8,15.7,10.2,13.2,21,304,1,HYUNDAI,1
17,216,11,1,0,6,3,3.8,6,13.0,8.7,11.1,25,255,1,HYUNDAI,1
17,416,11,11,0,4,3,3.3,6,13.0,9.1,11.2,25,258,1,HYUNDAI,1
17,416,6,11,0,4,3,3.3,6,13.3,9.5,11.6,24,267,1,HYUNDAI,1
17,416,11,11,0,4,3,2.4,4,11.6,8.7,10.3,27,237,1,HYUNDAI,1
17,416,6,11,0,4,3,2.0,4,12.9,9.7,11.5,25,264,1,HYUNDAI,1
17,416,6,11,0,4,3,2.4,4,12.5,9.4,11.1,25,255,1,HYUNDAI,1
17,429,11,1,0,4,3,2.0,4,11.4,7.5,9.6,29,221,1,HYUNDAI,1
17,429,11,1,0,4,3,2.4,4,9.8,7.0,8.5,33,196,1,HYUNDAI,1
17,429,11,2,2,4,3,2.4,4,6.5,5.9,6.2,46,143,1,HYUNDAI,1
17,429,11,2,2,4,3,2.4,4,6.6,5.9,6.3,45,145,1,HYUNDAI,1
17,474,11,11,0,4,3,2.0,4,10.2,8.2,9.3,30,214,1,HYUNDAI,1
17,474,11,11,4,4,3,2.0,4,11.4,8.6,10.1,28,232,1,HYUNDAI,1
17,474,11,11,0,4,3,2.4,4,11.3,8.3,10.0,28,230,1,HYUNDAI,1
17,474,6,11,0,4,3,2.0,4,11.4,9.3,10.5,27,242,1,HYUNDAI,1
17,474,6,11,0,4,3,2.4,4,11.6,9.3,10.6,27,244,1,HYUNDAI,1
17,496,11,0,1,4,3,1.6,4,8.6,6.6,7.7,37,177,1,HYUNDAI,1
17,496,11,0,4,4,3,1.6,4,9.1,6.7,8.0,35,184,1,HYUNDAI,1
17,496,11,0,0,4,3,1.6,4,9.9,7.5,8.8,32,202,1,HYUNDAI,1
17,496,11,0,4,4,3,1.6,4,9.7,7.1,8.5,33,196,1,HYUNDAI,1
18,364,11,2,2,5,4,3.7,6,12.0,8.0,10.2,28,235,0,INFINITI,3
18,364,0,2,2,5,4,3.7,6,12.6,8.7,10.8,26,248,0,INFINITI,3
18,364,11,0,2,5,4,3.5,6,8.2,6.7,7.5,38,172,0,INFINITI,3
18,364,0,0,2,5,4,3.5,6,8.7,7.5,8.2,34,189,0,INFINITI,3
18,366,0,10,2,5,4,3.7,6,13.3,9.4,11.5,25,265,0,INFINITI,3
18,366,11,10,2,5,4,3.7,6,13.6,9.3,11.7,24,269,0,INFINITI,3
18,366,11,10,4,4,4,3.7,6,14.3,9.8,12.3,23,283,0,INFINITI,3
18,366,11,10,2,5,4,3.7,6,12.9,8.9,11.1,25,255,0,INFINITI,3
18,366,11,10,4,4,4,3.7,6,13.5,9.3,11.6,24,267,0,INFINITI,3
18,369,11,2,2,5,4,3.7,6,12.8,8.9,11.0,26,253,0,INFINITI,3
18,369,11,2,2,5,4,5.6,8,14.5,9.5,12.3,23,283,0,INFINITI,3
18,369,0,2,2,5,4,3.7,6,13.2,9.6,11.6,24,267,0,INFINITI,3
18,369,0,2,2,5,4,5.6,8,15.0,10.2,12.8,22,294,0,INFINITI,3
18,369,11,2,2,5,4,3.5,6,8.0,7.0,7.6,37,175,0,INFINITI,3
18,375,0,9,2,5,4,3.7,6,13.6,9.6,11.8,24,271,0,INFINITI,3
18,376,11,11,3,0,4,3.5,6,11.9,9.0,10.6,27,244,0,INFINITI,3
18,376,0,11,3,0,4,3.5,6,12.3,9.3,11.0,26,253,0,INFINITI,3
18,376,0,12,3,0,3,2.5,4,8.8,8.2,8.5,33,196,0,INFINITI,3
18,377,0,11,2,5,4,3.7,6,14.5,10.7,12.8,22,294,0,INFINITI,3
18,377,0,11,2,5,4,5.0,8,16.6,11.9,14.5,19,334,0,INFINITI,3
18,378,6,12,2,5,4,5.6,8,17.4,12.1,15.0,19,345,0,INFINITI,3
19,190,11,13,2,6,4,3.0,6,11.8,8.4,10.3,27,237,4,JAGUAR,4
19,190,11,13,2,6,4,3.0,6,12.2,8.7,10.6,27,244,4,JAGUAR,4
19,190,11,13,2,6,4,5.0,8,15.0,10.2,12.8,22,294,4,JAGUAR,4
19,525,11,2,2,6,4,2.0,4,12.3,8.2,10.5,27,242,4,JAGUAR,4
19,525,0,2,2,6,4,3.0,6,14.7,9.1,12.2,23,281,4,JAGUAR,4
19,526,11,2,2,6,4,5.0,8,15.7,10.3,13.3,21,306,4,JAGUAR,4
19,526,11,2,2,6,1,5.0,8,21.3,14.1,18.1,16,290,4,JAGUAR,4
19,527,11,2,2,6,4,5.0,8,15.7,10.3,13.3,21,306,4,JAGUAR,4
19,528,0,1,2,6,4,3.0,6,14.6,9.6,12.4,23,285,4,JAGUAR,4
19,528,11,1,2,6,4,5.0,8,15.8,10.2,13.3,21,306,4,JAGUAR,4
19,528,11,1,2,6,1,5.0,8,20.6,13.6,17.5,16,280,4,JAGUAR,4
19,529,0,1,2,6,4,3.0,6,14.7,9.6,12.4,23,285,4,JAGUAR,4
19,529,11,1,2,6,4,5.0,8,15.8,10.2,13.3,21,306,4,JAGUAR,4
19,529,11,1,2,6,1,5.0,8,20.6,13.6,17.5,16,280,4,JAGUAR,4
19,530,11,1,2,6,4,5.0,8,15.8,10.2,13.3,21,306,4,JAGUAR,4
19,530,8,1,2,6,4,5.0,8,15.8,10.2,13.3,21,306,4,JAGUAR,4
19,531,11,3,2,4,4,5.0,8,15.1,10.6,13.1,22,301,4,JAGUAR,4
19,531,11,3,2,4,4,5.0,8,14.8,9.9,12.6,22,290,4,JAGUAR,4
19,532,11,3,2,4,4,5.0,8,15.9,10.9,13.7,21,315,4,JAGUAR,4
19,532,11,3,2,4,4,5.0,8,15.6,10.9,13.5,21,310,4,JAGUAR,4
19,533,11,3,2,4,4,5.0,8,15.9,10.9,13.7,21,315,4,JAGUAR,4
19,533,11,3,2,4,4,5.0,8,15.6,10.9,13.5,21,310,4,JAGUAR,4
20,95,11,11,0,7,3,2.4,4,10.9,7.7,9.5,30,218,2,JEEP,2
20,95,11,11,0,7,3,3.2,6,12.3,8.3,10.5,27,242,2,JEEP,2
20,95,6,11,0,7,3,2.4,4,11.3,8.3,10.0,28,230,2,JEEP,2
20,95,6,11,0,7,3,3.2,6,12.5,8.8,10.8,26,248,2,JEEP,2
20,95,6,11,0,7,3,2.4,4,11.4,8.6,10.1,28,232,2,JEEP,2
20,95,6,11,0,7,3,3.2,6,12.5,9.1,11.0,26,253,2,JEEP,2
20,95,6,11,0,7,3,2.4,4,12.1,9.4,10.9,26,251,2,JEEP,2
20,95,6,11,0,7,3,3.2,6,13.4,9.5,11.6,24,267,2,JEEP,2
20,103,11,11,3,0,3,2.0,4,10.7,8.8,9.9,29,228,2,JEEP,2
20,103,11,11,0,4,3,2.0,4,11.1,8.3,9.8,29,225,2,JEEP,2
20,103,11,11,4,3,3,2.0,4,10.2,7.8,9.1,31,209,2,JEEP,2
20,103,11,11,0,4,3,2.4,4,11.1,8.3,9.8,29,225,2,JEEP,2
20,103,11,11,4,3,3,2.4,4,10.3,8.3,9.4,30,216,2,JEEP,2
20,103,6,11,0,4,3,2.4,4,11.4,8.7,10.2,28,235,2,JEEP,2
20,103,6,11,4,3,3,2.4,4,10.3,8.4,9.4,30,216,2,JEEP,2
20,103,6,11,3,0,3,2.4,4,11.7,10.3,11.1,25,255,2,JEEP,2
20,228,6,12,0,6,3,5.7,8,17.3,11.7,14.8,19,340,2,JEEP,2
20,228,6,12,0,6,0,3.0,6,11.2,8.4,9.9,29,267,2,JEEP,2
20,228,7,12,0,6,3,3.6,6,13.9,9.8,12.1,23,278,2,JEEP,2
20,228,7,12,0,6,1,3.6,6,17.7,13.0,15.6,18,250,2,JEEP,2
20,228,6,12,0,6,4,6.4,8,18.5,12.6,15.8,18,363,2,JEEP,2
20,347,11,11,3,0,3,2.0,4,10.7,8.8,9.9,29,228,2,JEEP,2
20,347,11,11,0,4,3,2.0,4,11.1,8.3,9.8,29,225,2,JEEP,2
20,347,11,11,4,3,3,2.0,4,10.2,7.8,9.1,31,209,2,JEEP,2
20,347,11,11,0,4,3,2.4,4,11.1,8.3,9.8,29,225,2,JEEP,2
20,347,11,11,4,3,3,2.4,4,10.3,8.3,9.4,30,216,2,JEEP,2
20,347,6,11,0,4,3,2.4,4,11.4,8.7,10.2,28,235,2,JEEP,2
20,347,6,11,4,3,3,2.4,4,10.3,8.4,9.4,30,216,2,JEEP,2
20,347,6,11,3,0,3,2.4,4,11.7,10.3,11.1,25,255,2,JEEP,2
20,509,6,11,0,3,3,3.6,6,14.1,11.1,12.8,22,294,2,JEEP,2
20,509,6,11,4,4,3,3.6,6,14.2,11.0,12.8,22,294,2,JEEP,2
20,509,6,11,0,3,3,3.6,6,14.8,11.7,13.4,21,308,2,JEEP,2
20,509,6,11,4,4,3,3.6,6,15.0,11.4,13.4,21,308,2,JEEP,2
21,85,11,1,0,4,3,3.3,6,12.7,8.8,10.9,26,251,2,KIA,2
